VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,YEAR,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes_aegypti,1131,published,point,-999,29.64,-81.66,1991,United States of America,USA,259,NA
Aedes_aegypti,1132,published,point,-999,29.9,-81.34,1991,United States of America,USA,259,NA
Aedes_aegypti,1133,published,point,-999,29.97,-90.07,1991,United States of America,USA,259,NA
Aedes_aegypti,1134,published,point,-999,29.99,-85.47,1991,United States of America,USA,259,NA
Aedes_aegypti,1135,published,point,-999,32.38,-86.36,1991,United States of America,USA,259,NA
Aedes_aegypti,1136,published,point,-999,32.9,-80.05,1991,United States of America,USA,259,NA
Aedes_aegypti,1137,published,point,-999,33.97,-80.48,1991,United States of America,USA,259,NA
Aedes_aegypti,1138,published,point,-999,35.35,-77.96,1991,United States of America,USA,259,NA
Aedes_aegypti,1139,published,point,-999,40.67,-74.5,1991,United States of America,USA,259,NA
Aedes_aegypti,1261,published,point,-999,25.98,-97.6,1992,United States of America,USA,259,NA
Aedes_aegypti,1262,published,point,-999,26.02,-97.54,1992,United States of America,USA,259,NA
Aedes_aegypti,1263,published,point,-999,26.05,-97.76,1992,United States of America,USA,259,NA
Aedes_aegypti,1264,published,point,-999,26.1,-98.27,1992,United States of America,USA,259,NA
Aedes_aegypti,1265,published,point,-999,26.13,-97.63,1992,United States of America,USA,259,NA
Aedes_aegypti,1266,published,point,-999,26.14,-97.91,1992,United States of America,USA,259,NA
Aedes_aegypti,1267,published,point,-999,26.15,-97.98,1992,United States of America,USA,259,NA
Aedes_aegypti,1268,published,point,-999,26.16,-97.83,1992,United States of America,USA,259,NA
Aedes_aegypti,1269,published,point,-999,26.17,-98.05,1992,United States of America,USA,259,NA
Aedes_aegypti,1270,published,point,-999,26.19,-97.69,1992,United States of America,USA,259,NA
Aedes_aegypti,1271,published,point,-999,26.2,-98.19,1992,United States of America,USA,259,NA
Aedes_aegypti,1272,published,point,-999,26.2,-98.23,1992,United States of America,USA,259,NA
Aedes_aegypti,1273,published,point,-999,26.25,-98.48,1992,United States of America,USA,259,NA
Aedes_aegypti,1274,published,point,-999,26.39,-98.82,1992,United States of America,USA,259,NA
Aedes_aegypti,1275,published,point,-999,26.91,-99.28,1992,United States of America,USA,259,NA
Aedes_aegypti,1276,published,point,-999,27.22,-98.15,1992,United States of America,USA,259,NA
Aedes_aegypti,1277,published,point,-999,27.64,-80.39,1992,United States of America,USA,259,NA
Aedes_aegypti,1278,published,point,-999,27.88,-98.62,1992,United States of America,USA,259,NA
Aedes_aegypti,1279,published,point,-999,28.44,-99.23,1992,United States of America,USA,259,NA
Aedes_aegypti,1280,published,point,-999,28.45,-98.55,1992,United States of America,USA,259,NA
Aedes_aegypti,1281,published,point,-999,28.52,-99.86,1992,United States of America,USA,259,NA
Aedes_aegypti,1282,published,point,-999,28.88,-99.1,1992,United States of America,USA,259,NA
Aedes_aegypti,1283,published,point,-999,29.21,-99.79,1992,United States of America,USA,259,NA
Aedes_aegypti,1284,published,point,-999,29.35,-98.44,1992,United States of America,USA,259,NA
Aedes_aegypti,1285,published,point,-999,29.38,-98.58,1992,United States of America,USA,259,NA
Aedes_aegypti,1286,published,point,-999,29.39,-98.62,1992,United States of America,USA,259,NA
Aedes_aegypti,1287,published,point,-999,29.7,-98.11,1992,United States of America,USA,259,NA
Aedes_aegypti,1288,published,point,-999,31.43,-100.42,1992,United States of America,USA,259,NA
Aedes_aegypti,1289,published,point,-999,33.97,-80.48,1992,United States of America,USA,259,NA
Aedes_aegypti,1290,published,point,-999,35.35,-77.96,1992,United States of America,USA,259,NA
Aedes_aegypti,1339,published,point,-999,29.41,-82.12,1993,United States of America,USA,259,NA
Aedes_aegypti,1340,published,point,-999,29.45,-82.64,1993,United States of America,USA,259,NA
Aedes_aegypti,1402,published,point,-999,27.95,-82.46,1994,United States of America,USA,259,NA
Aedes_aegypti,1403,published,point,-999,29.96,-90.08,1994,United States of America,USA,259,NA
Aedes_aegypti,1404,published,point,-999,29.97,-90.07,1994,United States of America,USA,259,NA
Aedes_aegypti,1487,published,point,-999,25.91,-97.5,1995,United States of America,USA,259,NA
Aedes_aegypti,1492,published,point,-999,26.15,-97.98,1995,United States of America,USA,259,NA
Aedes_aegypti,1493,published,point,-999,26.21,-98.23,1995,United States of America,USA,259,NA
Aedes_aegypti,1495,published,point,-999,31.33,-110.94,1995,United States of America,USA,259,NA
Aedes_aegypti,1496,published,point,-999,31.34,-110.93,1995,United States of America,USA,259,NA
Aedes_aegypti,1497,published,polygon,NA,31.49,-99.36,1995,United States of America,USA,259,NA
Aedes_aegypti,1498,published,point,-999,32.23,-110.98,1995,United States of America,USA,259,NA
Aedes_aegypti,1609,published,point,-999,32.22,-110.98,1996,United States of America,USA,259,NA
Aedes_aegypti,1736,published,Less than 25km,Less than 25km,26.09,-98.28,1997,United States of America,USA,259,NA
Aedes_aegypti,1762,published,point,-999,27.5,-99.47,1997,United States of America,USA,259,NA
Aedes_aegypti,1767,published,point,-999,31.95,-110.93,1997,United States of America,USA,259,NA
Aedes_aegypti,1768,published,point,-999,31.96,-110.3,1997,United States of America,USA,259,NA
Aedes_aegypti,1769,published,point,-999,32.23,-110.98,1997,United States of America,USA,259,NA
Aedes_aegypti,1770,published,point,-999,32.23,-110.98,1997,United States of America,USA,259,NA
Aedes_aegypti,1961,published,Less than 100km,Less than 100km,29.76,-95.37,1998,United States of America,USA,259,NA
Aedes_aegypti,1962,published,point,-999,31.35,-109.54,1998,United States of America,USA,259,NA
Aedes_aegypti,1963,published,point,-999,32.22,-110.99,1998,United States of America,USA,259,NA
Aedes_aegypti,2119,published,point,-999,25.68,-80.27,1999,United States of America,USA,259,NA
Aedes_aegypti,2120,published,point,-999,26.2,-98.23,1999,United States of America,USA,259,NA
Aedes_aegypti,2121,published,point,-999,29.75,-95.35,1999,United States of America,USA,259,NA
Aedes_aegypti,2122,published,point,-999,29.97,-90.07,1999,United States of America,USA,259,NA
Aedes_aegypti,2123,published,point,-999,31.34,-109.95,1999,United States of America,USA,259,NA
Aedes_aegypti,2124,unpublished,polygon,2,31.53,-110.85,1999,United States of America,USA,259,NA
Aedes_aegypti,2125,unpublished,polygon,2,31.89,-109.75,1999,United States of America,USA,259,NA
Aedes_aegypti,2126,unpublished,polygon,2,32.1,-111.79,1999,United States of America,USA,259,NA
Aedes_aegypti,2127,unpublished,polygon,2,32.91,-111.35,1999,United States of America,USA,259,NA
Aedes_aegypti,2247,published,point,-999,24.56,-81.78,2000,United States of America,USA,259,NA
Aedes_aegypti,2248,published,point,-999,24.57,-81.74,2000,United States of America,USA,259,NA
Aedes_aegypti,2249,published,point,-999,24.59,-81.63,2000,United States of America,USA,259,NA
Aedes_aegypti,2250,published,point,-999,24.59,-81.68,2000,United States of America,USA,259,NA
Aedes_aegypti,2251,published,point,-999,24.6,-81.66,2000,United States of America,USA,259,NA
Aedes_aegypti,2252,published,point,-999,24.63,-81.55,2000,United States of America,USA,259,NA
Aedes_aegypti,2253,published,point,-999,24.66,-81.41,2000,United States of America,USA,259,NA
Aedes_aegypti,2254,published,point,-999,24.67,-81.44,2000,United States of America,USA,259,NA
Aedes_aegypti,2255,published,point,-999,24.67,-81.39,2000,United States of America,USA,259,NA
Aedes_aegypti,2256,published,point,-999,24.67,-81.5,2000,United States of America,USA,259,NA
Aedes_aegypti,2257,published,point,-999,24.69,-81.36,2000,United States of America,USA,259,NA
Aedes_aegypti,2258,published,point,-999,24.69,-81.33,2000,United States of America,USA,259,NA
Aedes_aegypti,2260,published,point,-999,26.65,-81.65,2000,United States of America,USA,259,NA
Aedes_aegypti,2261,published,point,-999,27.52,-82.58,2000,United States of America,USA,259,NA
Aedes_aegypti,2263,published,point,-999,27.95,-82.46,2000,United States of America,USA,259,NA
Aedes_aegypti,2264,published,point,-999,28.55,-81.33,2000,United States of America,USA,259,NA
Aedes_aegypti,2265,published,point,-999,28.57,-81.37,2000,United States of America,USA,259,NA
Aedes_aegypti,2270,published,point,-999,31.35,-110.94,2000,United States of America,USA,259,NA
Aedes_aegypti,2271,unpublished,polygon,2,31.77,-106.24,2000,United States of America,USA,259,NA
Aedes_aegypti,2272,published,point,-999,32.22,-110.98,2000,United States of America,USA,259,NA
Aedes_aegypti,2273,unpublished,polygon,2,33.36,-112.49,2000,United States of America,USA,259,NA
